ET,N,adaptive,alpha,avg_accept,avg_samples,avg_stop,beta,false_discoveries,fdp,min_AB,n_discoveries,n_tests,nrep,power,prior,s,step,steps,target,test,timestamp,true_discoveries,true_effects,type_one_error
5000,500,,0.05,500.0,500.0,500.0,0.2,14,0.027722772277227723,200,505,114420,20,0.04842209072978304,"{'distribution': 'Beta', 'params': [56.871122947050054, 167.9297991125401]}",0.29,,,H/AB,fixed,1525043379.0,491,10140,0.00013425393172228616
5000,1000,,0.05,735.9615384615385,999.9880003495892,1000.0,0.2,0,0.0,200,26,572100,100,0.01625,"{'distribution': 'Beta', 'params': [56.871122947050054, 167.9297991125401]}",0.34,,,H/AB,fixed-early,1525056872.0,26,1600,0.0
5000,5000,0.0,0.05,0.0,1.0,1.0,0.2,0,0.0,200,0,572100,100,0.0,"{'distribution': 'Beta', 'params': [56.871122947050054, 167.9297991125401]}",0.3,,1.0,H/AB,bayesian,1525215230.0,0,26800,0.0
2000,5000,,0.05,1182.7105788423153,10.377925187904212,9.350388996481799,0.2,14,0.027944111776447105,200,501,572100,100,0.03478571428571429,"{'distribution': 'Beta', 'params': [56.871122947050054, 167.9297991125401]}",0.31,,,H/AB,heuristic,1525044346.0,487,14000,2.50851101953055e-05
5000,500,,0.05,0.0,500.0,500.0,0.2,0,0.0,200,0,114420,20,0.0,"{'distribution': 'Beta', 'params': [56.871122947050054, 167.9297991125401]}",0.35,,,H/AB,fixed,1525043379.0,0,120,0.0
5000,1000,,0.05,1000.0,1000.0,1000.0,0.2,732,0.01866965925321363,200,39208,572100,100,0.24616762635956493,"{'distribution': 'Beta', 'params': [56.871122947050054, 167.9297991125401]}",0.27,,,H/AB,fixed,1525044518.0,38476,156300,0.0017604617604617605
5000,4000,,0.05,2796.5625,465.2853522111519,464.63317830541666,0.2,0,0.0,200,32,114420,20,0.047058823529411764,"{'distribution': 'Beta', 'params': [56.871122947050054, 167.9297991125401]}",0.33,,,H/AB,msprt,1525044659.0,32,680,0.0
5000,200,,0.05,0.0,200.0,200.0,0.2,0,0.0,200,0,114420,20,0.0,"{'distribution': 'Beta', 'params': [56.871122947050054, 167.9297991125401]}",0.32,,,H/AB,fixed,1525043353.0,0,1180,0.0
5000,4000,0.0,0.05,1121.6488568873397,1481.407323894424,1639.2159964190876,0.05,8081,0.04632644637574813,200,174436,572100,100,0.7075925138239048,"{'distribution': 'Beta', 'params': [56.871122947050054, 167.9297991125401]}",0.26,,10.0,H/AB,bayesian,1525214010.0,166355,235100,0.023979228486646884
5000,2000,,0.05,1432.148148148148,659.4755287537143,658.562803517522,0.2,0,0.0,200,135,114420,20,0.048214285714285716,"{'distribution': 'Beta', 'params': [56.871122947050054, 167.9297991125401]}",0.31,,,H/AB,msprt,1525043898.0,135,2800,0.0
5000,200,,0.05,200.0,200.0,200.0,0.2,0,0.0,200,2,114420,20,0.0007142857142857143,"{'distribution': 'Beta', 'params': [56.871122947050054, 167.9297991125401]}",0.31,,,H/AB,fixed,1525043353.0,2,2800,0.0
5000,500,,0.05,383.40258449304173,499.7949711588883,500.0,0.2,27,0.0268389662027833,200,1006,572100,100,0.036529850746268654,"{'distribution': 'Beta', 'params': [56.871122947050054, 167.9297991125401]}",0.3,,,H/AB,fixed-early,1525047876.0,979,26800,4.951402897487622e-05
5000,500,,0.05,500.0,500.0,500.0,,434,0.020827334677032346,200,20838,286050,50,0.17357720119098255,"{'distribution': 'Beta', 'params': [56.871122947050054, 167.9297991125401]}",0.26,,,H/AB,fixed,,20404,117550,0.00257566765578635
5000,2000,,0.05,2000.0,2000.0,2000.0,0.2,70,0.01128486216346929,200,6203,114420,20,0.3329533116178067,"{'distribution': 'Beta', 'params': [56.871122947050054, 167.9297991125401]}",0.28,,,H/AB,fixed,1525043432.0,6133,18420,0.0007291666666666667
5000,5000,0.0,0.05,1610.2473815923627,398.62017479461633,351.1298077097736,0.05,1283,0.05945870794327556,200,21578,572100,100,0.4002958579881657,"{'distribution': 'Beta', 'params': [56.871122947050054, 167.9297991125401]}",0.29,,1.0,H/AB,bayesian,1525215230.0,20295,50700,0.0024606827771384734
5000,4000,,0.05,1963.2550651798335,2045.5204334906484,2049.3532394737226,0.2,39,0.0015313334380398932,200,25468,572100,100,0.27610206297502715,"{'distribution': 'Beta', 'params': [56.871122947050054, 167.9297991125401]}",0.28,,,H/AB,msprt,1525050062.0,25429,92100,8.125e-05
5000,5000,0.0,0.05,1373.4085820895523,38.69536794266737,31.15000246095865,0.1,180,0.055970149253731345,200,3216,572100,100,0.05988165680473373,"{'distribution': 'Beta', 'params': [56.871122947050054, 167.9297991125401]}",0.29,,1.0,H/AB,bayesian,1525215230.0,3036,50700,0.00034522439585730726
5000,2000,,0.05,2000.0,2000.0,2000.0,,360,0.011689450271130305,200,30797,286050,50,0.38946896992962254,"{'distribution': 'Beta', 'params': [56.871122947050054, 167.9297991125401]}",0.27,,,H/AB,fixed,,30437,78150,0.0017316017316017316
5000,2000,,0.05,2000.0,2000.0,2000.0,0.2,234,0.015801201971773923,200,14809,572100,100,0.2874753451676529,"{'distribution': 'Beta', 'params': [56.871122947050054, 167.9297991125401]}",0.29,,,H/AB,fixed,1525044648.0,14575,50700,0.00044879171461449944
5000,4000,0.0,0.05,0.0,10.000017479461633,10.000017479461633,0.1,0,0.0,200,0,572100,100,0.0,"{'distribution': 'Beta', 'params': [56.871122947050054, 167.9297991125401]}",0.32,,10.0,H/AB,bayesian,1525214010.0,0,5900,0.0
5000,200,,0.05,200.0,200.0,200.0,0.2,3,0.12,200,25,572100,100,0.0008208955223880597,"{'distribution': 'Beta', 'params': [56.871122947050054, 167.9297991125401]}",0.3,,,H/AB,fixed,1525044261.0,22,26800,5.501558774986246e-06
5000,1000,,0.05,557.4041775673768,962.7402552001398,1000.0,,1053,0.043727419957642955,200,24081,286050,50,0.2946641074856046,"{'distribution': 'Beta', 'params': [56.871122947050054, 167.9297991125401]}",0.27,5.0,,H/AB,fixed-early,,23028,78150,0.005064935064935065
5000,200,,0.05,0.0,200.0,200.0,0.2,0,0.0,200,0,114420,20,0.0,"{'distribution': 'Beta', 'params': [56.871122947050054, 167.9297991125401]}",0.34,,,H/AB,fixed-early,1525043780.0,0,320,0.0
2000,5000,,0.05,668.633695652174,33.17252927809823,21.729298195665326,0.2,573,0.056620553359683794,200,10120,572100,100,0.06108125399872041,"{'distribution': 'Beta', 'params': [56.871122947050054, 167.9297991125401]}",0.27,,,H/AB,heuristic,1525044346.0,9547,156300,0.0013780663780663782
5000,500,,0.05,397.9782608695652,499.9589844432791,500.0,0.2,0,0.0,200,46,114420,20,0.016428571428571428,"{'distribution': 'Beta', 'params': [56.871122947050054, 167.9297991125401]}",0.31,,,H/AB,fixed-early,1525044490.0,46,2800,0.0
5000,1000,,0.05,592.2714968871244,984.20256948086,1000.0,,483,0.04358025805287377,200,11083,286050,50,0.2301845819761129,"{'distribution': 'Beta', 'params': [56.871122947050054, 167.9297991125401]}",0.28,5.0,,H/AB,fixed-early,,10600,46050,0.0020125
5000,200,,0.05,167.43624161073825,199.95759482607934,200.0,0.2,5,0.03355704697986577,200,149,114420,20,0.007817589576547232,"{'distribution': 'Beta', 'params': [56.871122947050054, 167.9297991125401]}",0.28,,,H/AB,fixed-early,1525043780.0,144,18420,5.208333333333334e-05
5000,1000,,0.05,745.34,999.7774340150323,1000.0,,9,0.036,200,250,286050,50,0.08169491525423729,"{'distribution': 'Beta', 'params': [56.871122947050054, 167.9297991125401]}",0.32,5.0,,H/AB,fixed-early,,241,2950,3.1790886612504414e-05
5000,5000,0.0,0.05,1285.586929035137,842.9739538542212,755.8214706380771,0.1,5354,0.05688664109565753,200,94117,572100,100,0.5679014715291106,"{'distribution': 'Beta', 'params': [56.871122947050054, 167.9297991125401]}",0.27,,1.0,H/AB,bayesian,1525214082.0,88763,156300,0.012876382876382876
5000,5000,0.0,0.05,0.0,1.0,1.0,0.2,0,0.0,200,0,572100,100,0.0,"{'distribution': 'Beta', 'params': [56.871122947050054, 167.9297991125401]}",0.29,,1.0,H/AB,bayesian,1525215230.0,0,50700,0.0
5000,1000,,0.05,1000.0,1000.0,1000.0,0.2,32,0.02127659574468085,200,1504,114420,20,0.14516765285996056,"{'distribution': 'Beta', 'params': [56.871122947050054, 167.9297991125401]}",0.29,,,H/AB,fixed,1525043405.0,1472,10140,0.00030686612965093976
5000,500,,0.05,500.0,500.0,500.0,0.2,1,0.5,200,2,572100,100,0.000625,"{'distribution': 'Beta', 'params': [56.871122947050054, 167.9297991125401]}",0.34,,,H/AB,fixed,1525044394.0,1,1600,1.7528483786152497e-06
5000,2000,,0.05,2000.0,2000.0,2000.0,,106,0.01425881086898036,200,7434,286050,50,0.2890729783037475,"{'distribution': 'Beta', 'params': [56.871122947050054, 167.9297991125401]}",0.29,,,H/AB,fixed,,7328,25350,0.0004065976217874952
5000,200,,0.05,0.0,200.0,200.0,0.2,0,0.0,200,0,572100,100,0.0,"{'distribution': 'Beta', 'params': [56.871122947050054, 167.9297991125401]}",0.34,,,H/AB,fixed-early,1525044247.0,0,1600,0.0
5000,2000,,0.05,2000.0,2000.0,2000.0,,653,0.007061673389495085,200,92471,286050,50,0.5731460674157304,"{'distribution': 'Beta', 'params': [56.871122947050054, 167.9297991125401]}",0.25,,,H/AB,fixed,,91818,160200,0.005188716726261422
5000,1000,,0.05,497.58472590177297,913.8139573501136,1000.0,0.2,882,0.0449358059914408,200,19628,114420,20,0.39868141216503616,"{'distribution': 'Beta', 'params': [56.871122947050054, 167.9297991125401]}",0.26,,,H/AB,fixed-early,1525046351.0,18746,47020,0.013086053412462908
5000,1000,,0.05,1000.0,1000.0,1000.0,0.2,127,0.0161907190209077,200,7844,114420,20,0.24686500319897633,"{'distribution': 'Beta', 'params': [56.871122947050054, 167.9297991125401]}",0.27,,,H/AB,fixed,1525043405.0,7717,31260,0.0015271765271765271
5000,200,,0.05,141.65839618896388,196.91740954378605,200.0,,469,0.03103083234087601,200,15114,286050,50,0.09141697877652934,"{'distribution': 'Beta', 'params': [56.871122947050054, 167.9297991125401]}",0.25,5.0,,H/AB,fixed-early,,14645,160200,0.003726658720699245
5000,500,,0.05,500.0,500.0,500.0,0.2,335,0.018346111719605696,200,18260,114420,20,0.27972846441947563,"{'distribution': 'Beta', 'params': [56.871122947050054, 167.9297991125401]}",0.25,,,H/AB,fixed,1525043379.0,17925,64080,0.006654747715534366
5000,4000,0.0,0.05,0.0,10.0,10.0,0.05,0,0.0,200,0,572100,100,0.0,"{'distribution': 'Beta', 'params': [56.871122947050054, 167.9297991125401]}",0.34,,10.0,H/AB,bayesian,1525214008.0,0,1600,0.0
5000,200,,0.05,0.0,200.0,200.0,,0,0.0,200,0,286050,50,0.0,"{'distribution': 'Beta', 'params': [56.871122947050054, 167.9297991125401]}",0.33,5.0,,H/AB,fixed-early,,0,1700,0.0
5000,5000,0.0,0.05,1209.3388020691532,1575.947367593078,1749.271252413438,0.05,9271,0.0504818949087939,200,183650,572100,100,0.7417226712037431,"{'distribution': 'Beta', 'params': [56.871122947050054, 167.9297991125401]}",0.26,,1.0,H/AB,bayesian,1525215230.0,174379,235100,0.027510385756676557
5000,5000,0.0,0.05,0.0,1.0,1.0,0.2,0,0.0,200,0,572100,100,0.0,"{'distribution': 'Beta', 'params': [56.871122947050054, 167.9297991125401]}",0.35,,1.0,H/AB,bayesian,1525214080.0,0,600,0.0
5000,5000,,0.05,2443.090909090909,6.605105750742877,6.417702113079838,0.2,2,0.045454545454545456,200,44,572100,100,0.02625,"{'distribution': 'Beta', 'params': [56.871122947050054, 167.9297991125401]}",0.34,,,H/AB,optimal,1525044308.0,42,1600,3.5056967572304994e-06
5000,200,,0.05,0.0,200.0,200.0,,0,0.0,200,0,286050,50,0.0,"{'distribution': 'Beta', 'params': [56.871122947050054, 167.9297991125401]}",0.33,,,H/AB,fixed,,0,1700,0.0
5000,200,,0.05,0.0,200.0,200.0,0.2,0,0.0,200,0,114420,20,0.0,"{'distribution': 'Beta', 'params': [56.871122947050054, 167.9297991125401]}",0.33,,,H/AB,fixed-early,1525043780.0,0,680,0.0
5000,200,,0.05,0.0,200.0,200.0,,0,0.0,200,0,286050,50,0.0,"{'distribution': 'Beta', 'params': [56.871122947050054, 167.9297991125401]}",0.34,,,H/AB,fixed,,0,800,0.0
5000,4000,0.0,0.05,1134.7308775461734,1944.6339101555673,2306.968117672656,0.01,8109,0.045856566044991345,200,176834,572100,100,0.7176733304976606,"{'distribution': 'Beta', 'params': [56.871122947050054, 167.9297991125401]}",0.26,,10.0,H/AB,bayesian,1525214010.0,168725,235100,0.024062314540059346
5000,1000,,0.05,1000.0,1000.0,1000.0,0.2,1,0.013157894736842105,200,76,114420,20,0.0635593220338983,"{'distribution': 'Beta', 'params': [56.871122947050054, 167.9297991125401]}",0.32,,,H/AB,fixed,1525043405.0,75,1180,8.830801836806782e-06
5000,500,,0.05,418.9166666666667,499.99149624191574,500.0,0.2,0,0.0,200,12,114420,20,0.010169491525423728,"{'distribution': 'Beta', 'params': [56.871122947050054, 167.9297991125401]}",0.32,,,H/AB,fixed-early,1525044490.0,12,1180,0.0
5000,5000,0.0,0.05,836.9808968814393,858.369176717357,874.4535184266456,0.2,10964,0.044648601982391414,200,245562,572100,100,0.7322034956304619,"{'distribution': 'Beta', 'params': [56.871122947050054, 167.9297991125401]}",0.25,,1.0,H/AB,bayesian,1525215229.0,234598,320400,0.04355979340484704
5000,2000,,0.05,1240.890942698706,1062.64700227233,1060.9453669554782,0.2,6,0.0011090573012939,200,5410,572100,100,0.10658777120315582,"{'distribution': 'Beta', 'params': [56.871122947050054, 167.9297991125401]}",0.29,,,H/AB,msprt,1525046295.0,5404,50700,1.1507479861910241e-05
5000,200,,0.05,180.0,199.99993008215347,200.0,,0,0.0,200,1,286050,50,0.00014285714285714287,"{'distribution': 'Beta', 'params': [56.871122947050054, 167.9297991125401]}",0.31,5.0,,H/AB,fixed-early,,1,7000,0.0
5000,200,,0.05,0.0,200.0,200.0,0.2,0,0.0,200,0,572100,100,0.0,"{'distribution': 'Beta', 'params': [56.871122947050054, 167.9297991125401]}",0.33,,,H/AB,fixed-early,1525044247.0,0,3400,0.0
5000,2000,,0.05,787.0012817189436,1705.5472644642546,2000.0,,2648,0.03813473890377027,200,69438,286050,50,0.568183751595066,"{'distribution': 'Beta', 'params': [56.871122947050054, 167.9297991125401]}",0.26,5.0,,H/AB,fixed-early,,66790,117550,0.01571513353115727
5000,200,,0.05,200.0,200.0,200.0,0.2,693,0.02390314569536424,200,28992,572100,100,0.08832397003745318,"{'distribution': 'Beta', 'params': [56.871122947050054, 167.9297991125401]}",0.25,,,H/AB,fixed,1525044261.0,28299,320400,0.0027532777115613825
5000,2000,,0.05,954.4924267080589,1927.004528928509,2000.0,0.2,1959,0.04904488896677766,200,39943,572100,100,0.41242128121606947,"{'distribution': 'Beta', 'params': [56.871122947050054, 167.9297991125401]}",0.28,,,H/AB,fixed-early,1525074522.0,37984,92100,0.00408125
5000,1000,,0.05,550.9510623300775,961.0251267260968,1000.0,0.2,455,0.045816131306011476,200,9931,114420,20,0.3031349968010237,"{'distribution': 'Beta', 'params': [56.871122947050054, 167.9297991125401]}",0.27,,,H/AB,fixed-early,1525046350.0,9476,31260,0.005471380471380472
5000,5000,0.0,0.05,1386.9223003976751,39.161802132494316,31.41639256650921,0.1,150,0.04588559192413582,200,3269,572100,100,0.061518737672583826,"{'distribution': 'Beta', 'params': [56.871122947050054, 167.9297991125401]}",0.29,,1.0,H/AB,bayesian,1525214081.0,3119,50700,0.00028768699654775604
5000,200,,0.05,0.0,200.0,200.0,,0,0.0,200,0,286050,50,0.0,"{'distribution': 'Beta', 'params': [56.871122947050054, 167.9297991125401]}",0.32,,,H/AB,fixed,,0,2950,0.0
5000,2000,,0.05,1331.617900172117,1999.321220066422,2000.0,0.2,13,0.022375215146299483,200,581,572100,100,0.16705882352941176,"{'distribution': 'Beta', 'params': [56.871122947050054, 167.9297991125401]}",0.33,,,H/AB,fixed-early,1525074522.0,568,3400,2.2859152452962898e-05
5000,2000,,0.05,1670.0,302.77484705471073,302.772457214573,0.2,0,0.0,200,1,572100,100,0.000625,"{'distribution': 'Beta', 'params': [56.871122947050054, 167.9297991125401]}",0.34,,,H/AB,msprt,1525046295.0,1,1600,0.0
5000,200,,0.05,200.0,200.0,200.0,0.2,76,0.03518518518518519,200,2160,114420,20,0.04432156529136538,"{'distribution': 'Beta', 'params': [56.871122947050054, 167.9297991125401]}",0.26,,,H/AB,fixed,1525043352.0,2084,47020,0.0011275964391691394
5000,2000,,0.05,2000.0,2000.0,2000.0,0.2,13,0.00988593155893536,200,1315,114420,20,0.24291044776119403,"{'distribution': 'Beta', 'params': [56.871122947050054, 167.9297991125401]}",0.3,,,H/AB,fixed,1525043432.0,1302,5360,0.000119200440124702
5000,4000,1.0,0.05,1995.1223776223776,67.05532249606712,65.12566313461458,-1.0,9,0.015734265734265736,200,572,572100,100,0.16558823529411765,"{'distribution': 'Beta', 'params': [56.871122947050054, 167.9297991125401]}",0.33,,10.0,H/AB,bayesian,1525214009.0,563,3400,1.582556708282047e-05
5000,500,,0.05,370.06626905235254,499.31456039153994,500.0,,54,0.03578528827037773,200,1509,286050,50,0.05739644970414201,"{'distribution': 'Beta', 'params': [56.871122947050054, 167.9297991125401]}",0.29,5.0,,H/AB,fixed-early,,1455,25350,0.00020713463751438434
5000,200,,0.05,200.0,200.0,200.0,0.2,3,0.026785714285714284,200,112,572100,100,0.0021499013806706114,"{'distribution': 'Beta', 'params': [56.871122947050054, 167.9297991125401]}",0.29,,,H/AB,fixed,1525044261.0,109,50700,5.7537399309551206e-06
5000,500,,0.05,500.0,500.0,500.0,0.2,87,0.033904910366328915,200,2566,572100,100,0.04889546351084813,"{'distribution': 'Beta', 'params': [56.871122947050054, 167.9297991125401]}",0.29,,,H/AB,fixed,1525044394.0,2479,50700,0.0001668584579976985
5000,5000,0.0,0.05,835.8001923813716,854.5364551651809,868.6047362847892,0.2,10837,0.04417027381738443,200,245346,572100,100,0.7319257178526841,"{'distribution': 'Beta', 'params': [56.871122947050054, 167.9297991125401]}",0.25,,1.0,H/AB,bayesian,1525214080.0,234509,320400,0.04305522447357966
5000,4000,,0.05,0.0,260.34955427372836,260.34955427372836,,0,0.0,200,0,286050,50,0.0,"{'distribution': 'Beta', 'params': [56.871122947050054, 167.9297991125401]}",0.35,,,H/AB,msprt,,0,300,0.0
5000,5000,0.0,0.05,977.0680316801208,1598.8006921866806,2176.319724473695,0.05,12277,0.044561966432429295,200,275504,572100,100,0.8215574282147315,"{'distribution': 'Beta', 'params': [56.871122947050054, 167.9297991125401]}",0.25,,1.0,H/AB,bayesian,1525215230.0,263227,320400,0.04877632101708383
5000,200,,0.05,0.0,200.0,200.0,,0,0.0,200,0,286050,50,0.0,"{'distribution': 'Beta', 'params': [56.871122947050054, 167.9297991125401]}",0.35,5.0,,H/AB,fixed-early,,0,300,0.0
5000,1000,,0.05,1000.0,1000.0,1000.0,0.2,1069,0.01410997597740292,200,75762,572100,100,0.31770735857082094,"{'distribution': 'Beta', 'params': [56.871122947050054, 167.9297991125401]}",0.26,,,H/AB,fixed,1525044517.0,74693,235100,0.003172106824925816
5000,500,,0.05,500.0,500.0,500.0,,0,0.0,200,2,286050,50,0.001176470588235294,"{'distribution': 'Beta', 'params': [56.871122947050054, 167.9297991125401]}",0.33,,,H/AB,fixed,,2,1700,0.0
5000,4000,0.0,0.05,1391.5525539512498,831.7325117986366,776.3196061255695,0.05,2847,0.05525151374010247,200,51528,572100,100,0.5285667752442996,"{'distribution': 'Beta', 'params': [56.871122947050054, 167.9297991125401]}",0.28,,10.0,H/AB,bayesian,1525214008.0,48681,92100,0.00593125
5000,5000,0.0,0.05,979.2100933425344,1601.8044153120084,2179.419722343903,0.05,12171,0.04420513565539534,200,275330,572100,100,0.8213451935081149,"{'distribution': 'Beta', 'params': [56.871122947050054, 167.9297991125401]}",0.25,,1.0,H/AB,bayesian,1525214081.0,263159,320400,0.04835518474374255
5000,2000,,0.05,1610.0,1999.983639223912,2000.0,,0,0.0,200,12,286050,50,0.04,"{'distribution': 'Beta', 'params': [56.871122947050054, 167.9297991125401]}",0.35,5.0,,H/AB,fixed-early,,12,300,0.0
5000,2000,,0.05,2000.0,2000.0,2000.0,,631,0.006811018522516299,200,92644,286050,50,0.5743632958801498,"{'distribution': 'Beta', 'params': [56.871122947050054, 167.9297991125401]}",0.25,,,H/AB,fixed,,92013,160200,0.005013905442987684
5000,5000,0.0,0.05,0.0,1.0,1.0,0.05,0,0.0,200,0,572100,100,0.0,"{'distribution': 'Beta', 'params': [56.871122947050054, 167.9297991125401]}",0.31,,1.0,H/AB,bayesian,1525214082.0,0,14000,0.0
2000,5000,,0.05,866.8584615384615,8.515441356406223,7.539112783270627,,21,0.06461538461538462,200,325,286050,50,0.022686567164179106,"{'distribution': 'Beta', 'params': [56.871122947050054, 167.9297991125401]}",0.3,,,H/AB,heuristic,,304,13400,7.702182284980745e-05
5000,200,,0.05,200.0,200.0,200.0,0.2,19,0.026836158192090395,200,708,572100,100,0.00748099891422367,"{'distribution': 'Beta', 'params': [56.871122947050054, 167.9297991125401]}",0.28,,,H/AB,fixed,1525044261.0,689,92100,3.958333333333333e-05
5000,2000,,0.05,1499.8333333333333,1999.9737720678204,2000.0,0.2,0,0.0,200,6,114420,20,0.05,"{'distribution': 'Beta', 'params': [56.871122947050054, 167.9297991125401]}",0.35,,,H/AB,fixed-early,1525050332.0,6,120,0.0
5000,200,,0.05,0.0,200.0,200.0,,0,0.0,200,0,286050,50,0.0,"{'distribution': 'Beta', 'params': [56.871122947050054, 167.9297991125401]}",0.35,,,H/AB,fixed,,0,300,0.0
5000,2000,,0.05,1345.4494382022472,1999.7963467925188,2000.0,,0,0.0,200,89,286050,50,0.11125,"{'distribution': 'Beta', 'params': [56.871122947050054, 167.9297991125401]}",0.34,5.0,,H/AB,fixed-early,,89,800,0.0
5000,1000,,0.05,738.231884057971,678.9854920468449,678.8063116370809,0.2,0,0.0,200,345,114420,20,0.034023668639053255,"{'distribution': 'Beta', 'params': [56.871122947050054, 167.9297991125401]}",0.29,,,H/AB,msprt,1525043482.0,345,10140,0.0
5000,1000,,0.05,547.7348577623417,960.622655130222,1000.0,0.2,2291,0.04599385677862319,200,49811,572100,100,0.30403071017274474,"{'distribution': 'Beta', 'params': [56.871122947050054, 167.9297991125401]}",0.27,,,H/AB,fixed-early,1525056872.0,47520,156300,0.00550986050986051
5000,4000,,0.05,1641.0941574214528,2662.712078307988,2881.3779478266774,0.2,244,0.0024191229687794335,200,100863,572100,100,0.4279838366652488,"{'distribution': 'Beta', 'params': [56.871122947050054, 167.9297991125401]}",0.26,,,H/AB,msprt,1525050062.0,100619,235100,0.0007240356083086054
5000,5000,0.0,0.05,0.0,1.0,1.0,0.1,0,0.0,200,0,572100,100,0.0,"{'distribution': 'Beta', 'params': [56.871122947050054, 167.9297991125401]}",0.32,,1.0,H/AB,bayesian,1525215230.0,0,5900,0.0
5000,500,,0.05,351.88186623764653,497.74703023946864,500.0,0.2,421,0.04837968283153298,200,8702,572100,100,0.08991313789359393,"{'distribution': 'Beta', 'params': [56.871122947050054, 167.9297991125401]}",0.28,,,H/AB,fixed-early,1525047876.0,8281,92100,0.0008770833333333333
5000,2000,,0.05,2000.0,2000.0,2000.0,0.2,131,0.010661674940994547,200,12287,114420,20,0.3888675623800384,"{'distribution': 'Beta', 'params': [56.871122947050054, 167.9297991125401]}",0.27,,,H/AB,fixed,1525043432.0,12156,31260,0.0015752765752765753
5000,1000,,0.05,697.7020890099909,773.9398706519839,774.6805919572181,0.2,1,0.0009082652134423251,200,1101,114420,20,0.05971769815418024,"{'distribution': 'Beta', 'params': [56.871122947050054, 167.9297991125401]}",0.28,,,H/AB,msprt,1525043482.0,1100,18420,1.0416666666666666e-05
5000,1000,,0.05,1000.0,1000.0,1000.0,0.2,168,0.021823850350740453,200,7698,572100,100,0.14852071005917158,"{'distribution': 'Beta', 'params': [56.871122947050054, 167.9297991125401]}",0.29,,,H/AB,fixed,1525044518.0,7530,50700,0.00032220943613348675
5000,4000,0.0,0.05,894.1350487490802,1254.7419507079182,1557.1227488334425,0.1,10436,0.03999570762815796,200,260928,572100,100,0.7818102372034956,"{'distribution': 'Beta', 'params': [56.871122947050054, 167.9297991125401]}",0.25,,10.0,H/AB,bayesian,1525214008.0,250492,320400,0.04146205800556218
5000,5000,,0.05,641.8564814814815,10.643008215346967,8.250789556795452,0.2,23,0.05324074074074074,200,432,114420,20,0.02220412595005429,"{'distribution': 'Beta', 'params': [56.871122947050054, 167.9297991125401]}",0.28,,,H/AB,optimal,1525043503.0,409,18420,0.00023958333333333332
5000,500,,0.05,276.9192254170206,456.8476542562489,500.0,0.2,3941,0.035611660311206696,200,110666,572100,100,0.3330992509363296,"{'distribution': 'Beta', 'params': [56.871122947050054, 167.9297991125401]}",0.25,,,H/AB,fixed-early,1525047876.0,106725,320400,0.015657528804131904
5000,2000,,0.05,962.156963061496,1929.0834469498338,2000.0,,945,0.04834748797707971,200,19546,286050,50,0.40393051031487515,"{'distribution': 'Beta', 'params': [56.871122947050054, 167.9297991125401]}",0.28,5.0,,H/AB,fixed-early,,18601,46050,0.0039375
5000,4000,0.0,0.05,1574.9768089053803,1008.000332109771,978.7924024761429,0.01,1496,0.05337519623233909,200,28028,572100,100,0.5233136094674556,"{'distribution': 'Beta', 'params': [56.871122947050054, 167.9297991125401]}",0.29,,10.0,H/AB,bayesian,1525214010.0,26532,50700,0.002869198312236287
5000,200,,0.05,200.0,200.0,200.0,0.2,0,0.0,200,1,572100,100,7.142857142857143e-05,"{'distribution': 'Beta', 'params': [56.871122947050054, 167.9297991125401]}",0.31,,,H/AB,fixed,1525044261.0,1,14000,0.0
5000,5000,0.0,0.05,0.0,1.0,1.0,0.05,0,0.0,200,0,572100,100,0.0,"{'distribution': 'Beta', 'params': [56.871122947050054, 167.9297991125401]}",0.35,,1.0,H/AB,bayesian,1525215230.0,0,600,0.0
5000,2000,,0.05,2000.0,2000.0,2000.0,0.2,85,0.013135527739143872,200,6471,572100,100,0.23828358208955225,"{'distribution': 'Beta', 'params': [56.871122947050054, 167.9297991125401]}",0.3,,,H/AB,fixed,1525044648.0,6386,26800,0.0001558774986246103
5000,1000,,0.05,0.0,213.32866631707742,213.32866631707742,0.2,0,0.0,200,0,572100,100,0.0,"{'distribution': 'Beta', 'params': [56.871122947050054, 167.9297991125401]}",0.35,,,H/AB,msprt,1525044298.0,0,600,0.0
5000,500,,0.05,500.0,500.0,500.0,,26,0.0197869101978691,200,1314,286050,50,0.05080867850098619,"{'distribution': 'Beta', 'params': [56.871122947050054, 167.9297991125401]}",0.29,,,H/AB,fixed,,1288,25350,9.973149213655542e-05
5000,5000,,0.05,1990.4313725490197,8.469122531026045,7.585315951000708,0.2,1,0.0196078431372549,200,51,114420,20,0.0423728813559322,"{'distribution': 'Beta', 'params': [56.871122947050054, 167.9297991125401]}",0.32,,,H/AB,optimal,1525043503.0,50,1180,8.830801836806782e-06
5000,500,,0.05,500.0,500.0,500.0,0.2,4,0.016736401673640166,200,239,572100,100,0.016785714285714286,"{'distribution': 'Beta', 'params': [56.871122947050054, 167.9297991125401]}",0.31,,,H/AB,fixed,1525044394.0,235,14000,7.167174341515857e-06
5000,1000,,0.05,1000.0,1000.0,1000.0,0.2,2,0.0625,200,32,114420,20,0.04411764705882353,"{'distribution': 'Beta', 'params': [56.871122947050054, 167.9297991125401]}",0.33,,,H/AB,fixed,1525043405.0,30,680,1.7583963425356075e-05
