ET,N,adaptive,alpha,avg_accept,avg_samples,avg_stop,beta,false_discoveries,fdp,min_AB,n_discoveries,n_tests,nrep,power,prior,s,step,steps,target,test,timestamp,true_discoveries,true_effects,type_one_error
5000,4000,,0.05,2228.8621444201312,1207.9153994056983,1199.694289288672,0.2,0,0.0,200,914,114420,20,0.1705223880597015,"{'distribution': 'Beta', 'params': [56.871122947050054, 167.9297991125401]}",0.3,,,H/AB,msprt,1525044659.0,914,5360,0.0
5000,2000,,0.05,2000.0,2000.0,2000.0,,1,0.017857142857142856,200,56,286050,50,0.06875,"{'distribution': 'Beta', 'params': [56.871122947050054, 167.9297991125401]}",0.34,,,H/AB,fixed,,55,800,3.5056967572304994e-06
5000,200,,0.05,200.0,200.0,200.0,0.2,0,0.0,200,2,114420,20,0.00037313432835820896,"{'distribution': 'Beta', 'params': [56.871122947050054, 167.9297991125401]}",0.3,,,H/AB,fixed,1525043353.0,2,5360,0.0
5000,200,,0.05,158.0748201438849,199.79627337877994,200.0,,48,0.034532374100719423,200,1390,286050,50,0.017172104926423546,"{'distribution': 'Beta', 'params': [56.871122947050054, 167.9297991125401]}",0.27,,,H/AB,fixed-early,,1342,78150,0.00023088023088023088
5000,5000,0.0,0.05,1356.009686624604,407.95423702149975,340.1275456403129,0.1,2232,0.058433908422127395,200,38197,572100,100,0.390499457111835,"{'distribution': 'Beta', 'params': [56.871122947050054, 167.9297991125401]}",0.28,,1.0,H/AB,bayesian,1525214082.0,35965,92100,0.00465
5000,5000,0.0,0.05,1389.258762578087,1283.7361894773642,1259.4788463522857,0.05,6016,0.0562600531178693,200,106932,572100,100,0.6456557901471529,"{'distribution': 'Beta', 'params': [56.871122947050054, 167.9297991125401]}",0.27,,1.0,H/AB,bayesian,1525214081.0,100916,156300,0.014468494468494469
5000,500,,0.05,500.0,500.0,500.0,0.2,510,0.027163781624500664,200,18775,572100,100,0.11685860524632118,"{'distribution': 'Beta', 'params': [56.871122947050054, 167.9297991125401]}",0.27,,,H/AB,fixed,1525044394.0,18265,156300,0.0012265512265512266
5000,500,,0.05,500.0,500.0,500.0,,758,0.016661537785202445,200,45494,286050,50,0.27925093632958803,"{'distribution': 'Beta', 'params': [56.871122947050054, 167.9297991125401]}",0.25,,,H/AB,fixed,,44736,160200,0.006023043305522447
5000,1000,,0.05,828.3333333333334,479.73565810173045,479.67715260732444,0.2,0,0.0,200,96,572100,100,0.006857142857142857,"{'distribution': 'Beta', 'params': [56.871122947050054, 167.9297991125401]}",0.31,,,H/AB,msprt,1525044298.0,96,14000,0.0
5000,200,,0.05,200.0,200.0,200.0,,0,0.0,200,8,286050,50,0.0005970149253731343,"{'distribution': 'Beta', 'params': [56.871122947050054, 167.9297991125401]}",0.3,,,H/AB,fixed,,8,13400,0.0
5000,2000,,0.05,776.4439089635259,1697.787420031463,2000.0,0.2,6057,0.04286442189291325,200,141306,572100,100,0.5752828583581455,"{'distribution': 'Beta', 'params': [56.871122947050054, 167.9297991125401]}",0.26,,,H/AB,fixed-early,1525074522.0,135249,235100,0.017973293768545996
5000,500,,0.05,0.0,500.0,500.0,0.2,0,0.0,200,0,572100,100,0.0,"{'distribution': 'Beta', 'params': [56.871122947050054, 167.9297991125401]}",0.34,,,H/AB,fixed-early,1525047876.0,0,1600,0.0
5000,500,,0.05,347.0,499.9986628211851,500.0,0.2,0,0.0,200,1,114420,20,0.003125,"{'distribution': 'Beta', 'params': [56.871122947050054, 167.9297991125401]}",0.34,,,H/AB,fixed-early,1525044490.0,1,320,0.0
5000,5000,0.0,0.05,1599.7343985529092,67.28141933228457,58.344537371897545,0.05,169,0.05094965330117576,200,3317,572100,100,0.11746268656716417,"{'distribution': 'Beta', 'params': [56.871122947050054, 167.9297991125401]}",0.3,,1.0,H/AB,bayesian,1525215229.0,3148,26800,0.0003099211443242252
5000,5000,0.0,0.05,1501.0234502145288,839.14400454466,770.056724733026,0.05,3219,0.05953173546382601,200,54072,572100,100,0.5521498371335505,"{'distribution': 'Beta', 'params': [56.871122947050054, 167.9297991125401]}",0.28,,1.0,H/AB,bayesian,1525215230.0,50853,92100,0.00670625
5000,5000,0.0,0.05,0.0,1.0,1.0,0.2,0,0.0,200,0,572100,100,0.0,"{'distribution': 'Beta', 'params': [56.871122947050054, 167.9297991125401]}",0.32,,1.0,H/AB,bayesian,1525214082.0,0,5900,0.0
5000,2000,,0.05,922.9499288602365,1589.0379304317428,1774.1259378552904,0.2,303,0.002435632581207849,200,124403,572100,100,0.3873283395755306,"{'distribution': 'Beta', 'params': [56.871122947050054, 167.9297991125401]}",0.25,,,H/AB,msprt,1525046295.0,124100,320400,0.001203814064362336
5000,1000,,0.05,1000.0,1000.0,1000.0,,0,0.0,200,1,286050,50,0.0033333333333333335,"{'distribution': 'Beta', 'params': [56.871122947050054, 167.9297991125401]}",0.35,,,H/AB,fixed,,1,300,0.0
5000,2000,,0.05,870.8760654315316,1845.3212707568607,2000.0,0.2,3601,0.045947532281937424,200,78372,572100,100,0.47838131797824696,"{'distribution': 'Beta', 'params': [56.871122947050054, 167.9297991125401]}",0.27,,,H/AB,fixed-early,1525074522.0,74771,156300,0.00866041366041366
5000,1000,,0.05,1000.0,1000.0,1000.0,,80,0.02079002079002079,200,3848,286050,50,0.14863905325443788,"{'distribution': 'Beta', 'params': [56.871122947050054, 167.9297991125401]}",0.29,,,H/AB,fixed,,3768,25350,0.00030686612965093976
5000,5000,0.0,0.05,979.7745797720797,645.495343471421,536.7790942784341,0.2,7221,0.051431623931623933,200,140400,572100,100,0.566478094427903,"{'distribution': 'Beta', 'params': [56.871122947050054, 167.9297991125401]}",0.26,,1.0,H/AB,bayesian,1525214080.0,133179,235100,0.021427299703264097
5000,5000,0.0,0.05,1026.4327418431596,11.453999300821534,8.345103821668335,0.2,110,0.06296508299942759,200,1747,572100,100,0.017774158523344193,"{'distribution': 'Beta', 'params': [56.871122947050054, 167.9297991125401]}",0.28,,1.0,H/AB,bayesian,1525214081.0,1637,92100,0.00022916666666666666
5000,500,,0.05,311.16995465754513,483.40302394686245,500.0,,979,0.038938827460027046,200,25142,286050,50,0.20555508294342834,"{'distribution': 'Beta', 'params': [56.871122947050054, 167.9297991125401]}",0.26,5.0,,H/AB,fixed-early,,24163,117550,0.005810089020771513
5000,5000,,0.05,187.69613594982803,10.019321796888656,6.895043524351937,,241,0.048755816305887115,200,4943,286050,50,0.029350811485642947,"{'distribution': 'Beta', 'params': [56.871122947050054, 167.9297991125401]}",0.25,,,H/AB,optimal,,4702,160200,0.0019149781485895908
5000,200,,0.05,0.0,200.0,200.0,0.2,0,0.0,200,0,114420,20,0.0,"{'distribution': 'Beta', 'params': [56.871122947050054, 167.9297991125401]}",0.35,,,H/AB,fixed,1525043352.0,0,120,0.0
5000,5000,0.0,0.05,0.0,1.0,1.0,0.2,0,0.0,200,0,572100,100,0.0,"{'distribution': 'Beta', 'params': [56.871122947050054, 167.9297991125401]}",0.29,,1.0,H/AB,bayesian,1525214082.0,0,50700,0.0
5000,200,,0.05,200.0,200.0,200.0,0.2,81,0.031739811912225704,200,2552,572100,100,0.01580934101087652,"{'distribution': 'Beta', 'params': [56.871122947050054, 167.9297991125401]}",0.27,,,H/AB,fixed,1525044261.0,2471,156300,0.0001948051948051948
5000,5000,0.0,0.05,0.0,1.0,1.0,0.1,0,0.0,200,0,572100,100,0.0,"{'distribution': 'Beta', 'params': [56.871122947050054, 167.9297991125401]}",0.34,,1.0,H/AB,bayesian,1525214082.0,0,1600,0.0
5000,4000,1.0,0.05,2181.101694915254,57.60587309910855,56.729537092735335,-1.0,7,0.029661016949152543,200,236,572100,100,0.143125,"{'distribution': 'Beta', 'params': [56.871122947050054, 167.9297991125401]}",0.34,,10.0,H/AB,bayesian,1525214010.0,229,1600,1.2269938650306748e-05
5000,200,,0.05,151.28898012503498,199.08750917671736,200.0,0.2,407,0.03797704581506019,200,10717,572100,100,0.043853679285410466,"{'distribution': 'Beta', 'params': [56.871122947050054, 167.9297991125401]}",0.26,,,H/AB,fixed-early,1525044247.0,10310,235100,0.0012077151335311573
5000,1000,,0.05,591.1472729650783,983.6080143331585,1000.0,0.2,1092,0.04760866721890395,200,22937,572100,100,0.23718783930510315,"{'distribution': 'Beta', 'params': [56.871122947050054, 167.9297991125401]}",0.28,,,H/AB,fixed-early,1525056872.0,21845,92100,0.002275
5000,1000,,0.05,0.0,261.5701800384548,261.5701800384548,0.2,0,0.0,200,0,114420,20,0.0,"{'distribution': 'Beta', 'params': [56.871122947050054, 167.9297991125401]}",0.34,,,H/AB,msprt,1525043482.0,0,320,0.0
2000,5000,,0.05,373.71361659417863,38.34247509176717,19.854724184356616,0.2,270,0.04516560722649716,200,5978,114420,20,0.08907615480649189,"{'distribution': 'Beta', 'params': [56.871122947050054, 167.9297991125401]}",0.25,,,H/AB,heuristic,1525043379.0,5708,64080,0.005363528009535161
5000,5000,,0.05,294.98753505765035,11.111263765076036,7.890517994208761,,163,0.050794640074789656,200,3209,286050,50,0.02591237771161208,"{'distribution': 'Beta', 'params': [56.871122947050054, 167.9297991125401]}",0.26,,,H/AB,optimal,,3046,117550,0.0009673590504451038
5000,4000,0.0,0.05,0.0,10.00298898793917,10.00298898793917,0.01,0,0.0,200,0,572100,100,0.0,"{'distribution': 'Beta', 'params': [56.871122947050054, 167.9297991125401]}",0.35,,10.0,H/AB,bayesian,1525214010.0,0,600,0.0
5000,500,,0.05,0.0,500.0,500.0,0.2,0,0.0,200,0,572100,100,0.0,"{'distribution': 'Beta', 'params': [56.871122947050054, 167.9297991125401]}",0.35,,,H/AB,fixed-early,1525047876.0,0,600,0.0
5000,2000,,0.05,1450.0,387.89486103828,387.85772968815553,0.2,0,0.0,200,4,114420,20,0.0058823529411764705,"{'distribution': 'Beta', 'params': [56.871122947050054, 167.9297991125401]}",0.33,,,H/AB,msprt,1525043898.0,4,680,0.0
2000,5000,,0.05,1819.2857142857142,5.853721377381577,5.7427722374205725,0.2,1,0.02857142857142857,200,35,572100,100,0.02125,"{'distribution': 'Beta', 'params': [56.871122947050054, 167.9297991125401]}",0.34,,,H/AB,heuristic,1525044346.0,34,1600,1.7528483786152497e-06
5000,4000,,0.05,3028.3132530120483,463.60377556371265,462.85938587319515,0.2,0,0.0,200,166,572100,100,0.0488235294117647,"{'distribution': 'Beta', 'params': [56.871122947050054, 167.9297991125401]}",0.33,,,H/AB,msprt,1525050062.0,166,3400,0.0
5000,200,,0.05,175.85714285714286,199.99881838839363,200.0,0.2,2,0.07142857142857142,200,28,572100,100,0.0009701492537313432,"{'distribution': 'Beta', 'params': [56.871122947050054, 167.9297991125401]}",0.3,,,H/AB,fixed-early,1525044247.0,26,26800,3.6677058499908308e-06
5000,4000,,0.05,2194.5813239807103,1209.9951407096662,1202.0808122099313,0.2,7,0.0015344147303814116,200,4562,572100,100,0.16996268656716418,"{'distribution': 'Beta', 'params': [56.871122947050054, 167.9297991125401]}",0.3,,,H/AB,msprt,1525050062.0,4555,26800,1.2836970474967908e-05
5000,5000,,0.05,3529.5,5.8067558119209925,5.7451624744358405,0.2,0,0.0,200,2,114420,20,0.016666666666666666,"{'distribution': 'Beta', 'params': [56.871122947050054, 167.9297991125401]}",0.35,,,H/AB,optimal,1525043503.0,2,120,0.0
5000,4000,0.0,0.05,0.0,10.0,10.0,0.05,0,0.0,200,0,572100,100,0.0,"{'distribution': 'Beta', 'params': [56.871122947050054, 167.9297991125401]}",0.33,,10.0,H/AB,bayesian,1525214010.0,0,3400,0.0
5000,2000,,0.05,2000.0,2000.0,2000.0,0.2,0,0.0,200,25,114420,20,0.078125,"{'distribution': 'Beta', 'params': [56.871122947050054, 167.9297991125401]}",0.34,,,H/AB,fixed,1525043432.0,25,320,0.0
2000,5000,,0.05,520.5697648123021,36.842298549204685,21.40942295621307,0.2,911,0.05150384441429218,200,17688,572100,100,0.07136112292641429,"{'distribution': 'Beta', 'params': [56.871122947050054, 167.9297991125401]}",0.26,,,H/AB,heuristic,1525044346.0,16777,235100,0.0027032640949554896
5000,1000,,0.05,655.9309410968178,847.6218318475791,852.7019001309817,0.2,3,0.001015572105619499,200,2954,114420,20,0.09440179142674344,"{'distribution': 'Beta', 'params': [56.871122947050054, 167.9297991125401]}",0.27,,,H/AB,msprt,1525043482.0,2951,31260,3.6075036075036075e-05
2000,5000,,0.05,1162.0,4.855511274252753,4.693678542708297,,1,0.025,200,40,286050,50,0.013220338983050847,"{'distribution': 'Beta', 'params': [56.871122947050054, 167.9297991125401]}",0.32,,,H/AB,heuristic,,39,2950,3.5323207347227127e-06
5000,200,,0.05,140.2150540856381,196.51249257122882,200.0,0.2,1124,0.033679920894135976,200,33373,572100,100,0.10065230961298377,"{'distribution': 'Beta', 'params': [56.871122947050054, 167.9297991125401]}",0.25,,,H/AB,fixed-early,1525044247.0,32249,320400,0.004465633690901867
5000,4000,,0.05,2680.955882352941,642.9785002621919,640.553270799062,0.2,0,0.0,200,136,114420,20,0.1152542372881356,"{'distribution': 'Beta', 'params': [56.871122947050054, 167.9297991125401]}",0.32,,,H/AB,msprt,1525044659.0,136,1180,0.0
5000,200,,0.05,200.0,200.0,200.0,,358,0.024650554293190113,200,14523,286050,50,0.0884207240948814,"{'distribution': 'Beta', 'params': [56.871122947050054, 167.9297991125401]}",0.25,,,H/AB,fixed,,14165,160200,0.0028446563369090186
2000,5000,,0.05,0.0,4.87884111169376,4.87884111169376,0.2,0,0.0,200,0,114420,20,0.0,"{'distribution': 'Beta', 'params': [56.871122947050054, 167.9297991125401]}",0.35,,,H/AB,heuristic,1525043379.0,0,120,0.0
5000,5000,0.0,0.05,1034.4263768460228,281.8315696556546,208.9450771301377,0.2,2919,0.057785960327829906,200,50514,572100,100,0.304510556621881,"{'distribution': 'Beta', 'params': [56.871122947050054, 167.9297991125401]}",0.27,,1.0,H/AB,bayesian,1525215228.0,47595,156300,0.00702020202020202
5000,2000,,0.05,1035.2667962842947,1968.7764376857192,2000.0,,450,0.04860661049902787,200,9258,286050,50,0.34745562130177515,"{'distribution': 'Beta', 'params': [56.871122947050054, 167.9297991125401]}",0.29,5.0,,H/AB,fixed-early,,8808,25350,0.0017261219792865361
5000,5000,,0.05,439.4898263027295,11.69738157664744,8.662538067491683,,98,0.048635235732009924,200,2015,286050,50,0.02452975047984645,"{'distribution': 'Beta', 'params': [56.871122947050054, 167.9297991125401]}",0.27,,,H/AB,optimal,,1917,78150,0.00047138047138047136
5000,200,,0.05,158.28659868900218,199.7997815067296,200.0,0.2,127,0.04624908958485069,200,2746,572100,100,0.016756238003838773,"{'distribution': 'Beta', 'params': [56.871122947050054, 167.9297991125401]}",0.27,,,H/AB,fixed-early,1525044247.0,2619,156300,0.0003054353054353054
5000,1000,,0.05,1000.0,1000.0,1000.0,,349,0.017903862925152617,200,19493,286050,50,0.24496481126039668,"{'distribution': 'Beta', 'params': [56.871122947050054, 167.9297991125401]}",0.27,,,H/AB,fixed,,19144,78150,0.0016786916786916788
5000,2000,,0.05,1023.086291991721,1967.823833245936,2000.0,0.2,897,0.04760388473173061,200,18843,572100,100,0.35396449704142013,"{'distribution': 'Beta', 'params': [56.871122947050054, 167.9297991125401]}",0.29,,,H/AB,fixed-early,1525074522.0,17946,50700,0.001720368239355581
5000,5000,,0.05,1988.7925925925927,7.538860339101555,7.0712281345886545,0.2,5,0.037037037037037035,200,135,572100,100,0.03823529411764706,"{'distribution': 'Beta', 'params': [56.871122947050054, 167.9297991125401]}",0.33,,,H/AB,optimal,1525044308.0,130,3400,8.791981712678038e-06
5000,2000,,0.05,1026.63704496788,1968.2181087222514,2000.0,0.2,182,0.0487152034261242,200,3736,114420,20,0.3504930966469428,"{'distribution': 'Beta', 'params': [56.871122947050054, 167.9297991125401]}",0.29,,,H/AB,fixed-early,1525050332.0,3554,10140,0.00174530111238972
5000,500,,0.05,418.71232876712327,499.98962768746725,500.0,0.2,2,0.0273972602739726,200,73,572100,100,0.012033898305084745,"{'distribution': 'Beta', 'params': [56.871122947050054, 167.9297991125401]}",0.32,,,H/AB,fixed-early,1525047875.0,71,5900,3.5323207347227127e-06
5000,1000,,0.05,807.2857142857143,999.9882101031288,1000.0,0.2,1,0.14285714285714285,200,7,114420,20,0.01875,"{'distribution': 'Beta', 'params': [56.871122947050054, 167.9297991125401]}",0.34,,,H/AB,fixed-early,1525046351.0,6,320,8.76424189307625e-06
2000,5000,,0.05,281.7477508256463,19.18750568082503,10.872326152581067,,380,0.04327525338799681,200,8781,286050,50,0.05244069912609239,"{'distribution': 'Beta', 'params': [56.871122947050054, 167.9297991125401]}",0.25,,,H/AB,heuristic,,8401,160200,0.0030194676201827572
5000,500,,0.05,370.3805844810212,499.3255077783604,500.0,0.2,148,0.049714477662075915,200,2977,572100,100,0.05579881656804734,"{'distribution': 'Beta', 'params': [56.871122947050054, 167.9297991125401]}",0.29,,,H/AB,fixed-early,1525047875.0,2829,50700,0.0002838511699271193
5000,4000,,0.05,2093.1522239616907,1610.029400454466,1600.6818461231449,0.2,12,0.0011050741320563588,200,10859,572100,100,0.21394477317554242,"{'distribution': 'Beta', 'params': [56.871122947050054, 167.9297991125401]}",0.29,,,H/AB,msprt,1525050062.0,10847,50700,2.3014959723820482e-05
5000,4000,,0.05,2130.0,1617.5688690788324,1607.8068417630766,0.2,2,0.0009350163627863488,200,2139,114420,20,0.21074950690335306,"{'distribution': 'Beta', 'params': [56.871122947050054, 167.9297991125401]}",0.29,,,H/AB,msprt,1525044659.0,2137,10140,1.9179133103183735e-05
5000,2000,,0.05,2000.0,2000.0,2000.0,,226,0.014659142505026918,200,15417,286050,50,0.32988056460369164,"{'distribution': 'Beta', 'params': [56.871122947050054, 167.9297991125401]}",0.28,,,H/AB,fixed,,15191,46050,0.0009416666666666667
5000,1000,,0.05,649.5,999.9987746897395,1000.0,0.2,0,0.0,200,2,572100,100,0.0033333333333333335,"{'distribution': 'Beta', 'params': [56.871122947050054, 167.9297991125401]}",0.35,,,H/AB,fixed-early,1525056872.0,2,600,0.0
5000,500,,0.05,500.0,500.0,500.0,,0,0.0,200,35,286050,50,0.011864406779661017,"{'distribution': 'Beta', 'params': [56.871122947050054, 167.9297991125401]}",0.32,,,H/AB,fixed,,35,2950,0.0
5000,1000,,0.05,1000.0,1000.0,1000.0,,771,0.010997004706889173,200,70110,286050,50,0.4328277153558052,"{'distribution': 'Beta', 'params': [56.871122947050054, 167.9297991125401]}",0.25,,,H/AB,fixed,,69339,160200,0.0061263408820023835
5000,500,,0.05,500.0,500.0,500.0,,264,0.027918781725888325,200,9456,286050,50,0.11761996161228407,"{'distribution': 'Beta', 'params': [56.871122947050054, 167.9297991125401]}",0.27,,,H/AB,fixed,,9192,78150,0.0012698412698412698
5000,4000,0.0,0.05,917.4148729610686,1499.348295752491,2000.524630910475,0.05,10636,0.040177998050785355,200,264722,572100,100,0.7930274656679152,"{'distribution': 'Beta', 'params': [56.871122947050054, 167.9297991125401]}",0.25,,10.0,H/AB,bayesian,1525214010.0,254086,320400,0.04225665474771553
5000,200,,0.05,0.0,200.0,200.0,0.2,0,0.0,200,0,114420,20,0.0,"{'distribution': 'Beta', 'params': [56.871122947050054, 167.9297991125401]}",0.35,,,H/AB,fixed-early,1525043780.0,0,120,0.0
5000,500,,0.05,305.85477802859293,481.9598671560916,500.0,0.2,434,0.0408201655379985,200,10632,114420,20,0.2168864313058273,"{'distribution': 'Beta', 'params': [56.871122947050054, 167.9297991125401]}",0.26,,,H/AB,fixed-early,1525044490.0,10198,47020,0.006439169139465875
5000,4000,0.0,0.05,924.4400617583086,1828.8384198566685,2615.8575486840514,0.01,10742,0.04035326954646712,200,266199,572100,100,0.7973064918851436,"{'distribution': 'Beta', 'params': [56.871122947050054, 167.9297991125401]}",0.25,,10.0,H/AB,bayesian,1525214010.0,255457,320400,0.042677791021056816
5000,1000,,0.05,1000.0,1000.0,1000.0,,14,0.02287581699346405,200,612,286050,50,0.08542857142857142,"{'distribution': 'Beta', 'params': [56.871122947050054, 167.9297991125401]}",0.31,,,H/AB,fixed,,598,7000,5.0170220390611e-05
5000,4000,0.0,0.05,1698.089207048458,612.8736934102429,588.2123499252755,0.01,616,0.048458149779735685,200,12712,572100,100,0.4513432835820895,"{'distribution': 'Beta', 'params': [56.871122947050054, 167.9297991125401]}",0.3,,10.0,H/AB,bayesian,1525214010.0,12096,26800,0.0011296534017971758
5000,200,,0.05,190.0,199.99998252053837,200.0,0.2,0,0.0,200,1,572100,100,7.142857142857143e-05,"{'distribution': 'Beta', 'params': [56.871122947050054, 167.9297991125401]}",0.31,,,H/AB,fixed-early,1525044247.0,1,14000,0.0
5000,500,,0.05,334.0007488533184,493.80048942492573,500.0,,450,0.04212299915754002,200,10683,286050,50,0.1309404990403071,"{'distribution': 'Beta', 'params': [56.871122947050054, 167.9297991125401]}",0.27,5.0,,H/AB,fixed-early,,10233,78150,0.0021645021645021645
5000,500,,0.05,500.0,500.0,500.0,0.2,1,0.015151515151515152,200,66,572100,100,0.011016949152542373,"{'distribution': 'Beta', 'params': [56.871122947050054, 167.9297991125401]}",0.32,,,H/AB,fixed,1525044394.0,65,5900,1.7661603673613564e-06
5000,4000,1.0,0.05,1319.9198075380914,150.82029365495544,127.4269224803299,-1.0,584,0.05203599750512341,200,11223,572100,100,0.2098422090729783,"{'distribution': 'Beta', 'params': [56.871122947050054, 167.9297991125401]}",0.29,,10.0,H/AB,bayesian,1525214010.0,10639,50700,0.00112006137322593
5000,4000,,0.05,1460.33142310809,2667.9962244362873,3185.1490761845084,0.2,390,0.0022736149895355414,200,171533,572100,100,0.5341541822721598,"{'distribution': 'Beta', 'params': [56.871122947050054, 167.9297991125401]}",0.25,,,H/AB,msprt,1525050062.0,171143,320400,0.0015494636471990466
5000,200,,0.05,182.14285714285714,199.99956301345918,200.0,,1,0.14285714285714285,200,7,286050,50,0.00044776119402985075,"{'distribution': 'Beta', 'params': [56.871122947050054, 167.9297991125401]}",0.3,5.0,,H/AB,fixed-early,,6,13400,3.6677058499908308e-06
5000,500,,0.05,423.97058823529414,499.99096311833597,500.0,,2,0.058823529411764705,200,34,286050,50,0.010847457627118645,"{'distribution': 'Beta', 'params': [56.871122947050054, 167.9297991125401]}",0.32,5.0,,H/AB,fixed-early,,32,2950,7.0646414694454255e-06
5000,2000,,0.05,1220.0807692307692,1997.873319349764,2000.0,0.2,56,0.035897435897435895,200,1560,572100,100,0.2549152542372881,"{'distribution': 'Beta', 'params': [56.871122947050054, 167.9297991125401]}",0.32,,,H/AB,fixed-early,1525074522.0,1504,5900,9.890498057223596e-05
5000,2000,,0.05,1019.731548587487,1577.3674182835168,1652.0998434062121,0.2,37,0.0027362816151456884,200,13522,114420,20,0.28679285410463634,"{'distribution': 'Beta', 'params': [56.871122947050054, 167.9297991125401]}",0.26,,,H/AB,msprt,1525043898.0,13485,47020,0.0005489614243323443
5000,2000,,0.05,662.572636144365,1471.7734661772417,2000.0,0.2,1569,0.0347193025159877,200,45191,114420,20,0.6807428214731586,"{'distribution': 'Beta', 'params': [56.871122947050054, 167.9297991125401]}",0.25,,,H/AB,fixed-early,1525050332.0,43622,64080,0.031168057210965435
2000,5000,,0.05,401.4590643274854,19.807159587484705,12.363955834028328,,297,0.054276315789473686,200,5472,286050,50,0.04402381965121225,"{'distribution': 'Beta', 'params': [56.871122947050054, 167.9297991125401]}",0.26,,,H/AB,heuristic,,5175,117550,0.0017626112759643916
5000,5000,,0.05,883.5891530460624,10.716294354133893,8.6578122974171,0.2,64,0.0475482912332838,200,1346,572100,100,0.025285996055226825,"{'distribution': 'Beta', 'params': [56.871122947050054, 167.9297991125401]}",0.29,,,H/AB,optimal,1525044308.0,1282,50700,0.0001227464518603759
5000,2000,,0.05,2000.0,2000.0,2000.0,,1,0.016666666666666666,200,60,286050,50,0.07375,"{'distribution': 'Beta', 'params': [56.871122947050054, 167.9297991125401]}",0.34,,,H/AB,fixed,,59,800,3.5056967572304994e-06
5000,1000,,0.05,1000.0,1000.0,1000.0,0.2,10,0.017699115044247787,200,565,114420,20,0.10354477611940298,"{'distribution': 'Beta', 'params': [56.871122947050054, 167.9297991125401]}",0.3,,,H/AB,fixed,1525043405.0,555,5360,9.169264624977077e-05
5000,5000,0.0,0.05,0.0,1.0,1.0,0.1,0,0.0,200,0,572100,100,0.0,"{'distribution': 'Beta', 'params': [56.871122947050054, 167.9297991125401]}",0.32,,1.0,H/AB,bayesian,1525214081.0,0,5900,0.0
5000,2000,,0.05,2000.0,2000.0,2000.0,0.2,18,0.015345268542199489,200,1173,572100,100,0.19576271186440677,"{'distribution': 'Beta', 'params': [56.871122947050054, 167.9297991125401]}",0.32,,,H/AB,fixed,1525044648.0,1155,5900,3.1790886612504414e-05
5000,2000,,0.05,876.4554823017346,1846.5903163782555,2000.0,0.2,701,0.044869743327145876,200,15623,114420,20,0.47735124760076775,"{'distribution': 'Beta', 'params': [56.871122947050054, 167.9297991125401]}",0.27,,,H/AB,fixed-early,1525050332.0,14922,31260,0.008429533429533429
5000,4000,1.0,0.05,1797.6798825256974,82.80073413738857,78.70837407006367,-1.0,43,0.0315712187958884,200,1362,572100,100,0.2235593220338983,"{'distribution': 'Beta', 'params': [56.871122947050054, 167.9297991125401]}",0.32,,10.0,H/AB,bayesian,1525214010.0,1319,5900,7.594489579653832e-05
5000,500,,0.05,500.0,500.0,500.0,,2,0.018867924528301886,200,106,286050,50,0.014857142857142857,"{'distribution': 'Beta', 'params': [56.871122947050054, 167.9297991125401]}",0.31,,,H/AB,fixed,,104,7000,7.167174341515857e-06
5000,500,,0.05,383.2299465240642,499.80915923789547,500.0,0.2,7,0.0374331550802139,200,187,114420,20,0.033582089552238806,"{'distribution': 'Beta', 'params': [56.871122947050054, 167.9297991125401]}",0.3,,,H/AB,fixed-early,1525044490.0,180,5360,6.418485237483954e-05
5000,200,,0.05,200.0,200.0,200.0,0.2,18,0.03636363636363636,200,495,114420,20,0.015259117082533588,"{'distribution': 'Beta', 'params': [56.871122947050054, 167.9297991125401]}",0.27,,,H/AB,fixed,1525043353.0,477,31260,0.00021645021645021645
5000,1000,,0.05,1000.0,1000.0,1000.0,0.2,320,0.018518518518518517,200,17280,572100,100,0.18414766558089032,"{'distribution': 'Beta', 'params': [56.871122947050054, 167.9297991125401]}",0.28,,,H/AB,fixed,1525044518.0,16960,92100,0.0006666666666666666
5000,2000,,0.05,2000.0,2000.0,2000.0,,47,0.01484054310072624,200,3167,286050,50,0.23283582089552238,"{'distribution': 'Beta', 'params': [56.871122947050054, 167.9297991125401]}",0.3,,,H/AB,fixed,,3120,13400,0.00017238217494956905
2000,5000,,0.05,2970.5,3.292850900192274,3.2721046817317374,,0,0.0,200,2,286050,50,0.006666666666666667,"{'distribution': 'Beta', 'params': [56.871122947050054, 167.9297991125401]}",0.35,,,H/AB,heuristic,,2,300,0.0
5000,1000,,0.05,0.0,318.9739206432442,318.9739206432442,,0,0.0,200,0,286050,50,0.0,"{'distribution': 'Beta', 'params': [56.871122947050054, 167.9297991125401]}",0.33,,,H/AB,msprt,,0,1700,0.0
5000,1000,,0.05,784.1666666666666,579.0648488026569,578.8926209719743,0.2,0,0.0,200,96,114420,20,0.01791044776119403,"{'distribution': 'Beta', 'params': [56.871122947050054, 167.9297991125401]}",0.3,,,H/AB,msprt,1525043482.0,96,5360,0.0
5000,1000,,0.05,566.6553526576607,902.7115014857542,952.3703718564736,0.2,49,0.0033263186477496434,200,14731,114420,20,0.2291198501872659,"{'distribution': 'Beta', 'params': [56.871122947050054, 167.9297991125401]}",0.25,,,H/AB,msprt,1525043482.0,14682,64080,0.0009733810091378625
