playerID,H,AB,Games,HR
dolanco02,299,1187,378,6
dolanjo02,247,1152,323,6
dolanto01,165,808,225,1
dolele01,2,4,1,0
doljafr01,151,561,192,9
dominan01,2,13,9,0
dominch01,7,40,22,2
dominma01,294,1272,362,42
donahji01,298,1275,341,2
donahji02,731,2862,811,4
donahjo01,10,36,10,0
donahpa01,65,307,118,3
donahsh01,47,215,62,0
donahti01,354,1500,466,2
donaled01,0,1,1,0
donalja01,142,552,170,7
donaljo01,292,1225,405,4
donaljo02,748,2690,718,141
dondele01,6,31,19,1
donnech01,186,798,450,17
donneji01,549,2388,654,2
donneji02,3,23,6,0
donnejo01,40,159,36,0
donnepe01,7,34,9,0
donohjo01,7,22,6,0
donohto01,65,325,122,5
donovfr01,1,12,3,0
donovje01,33,166,61,0
donovmi01,5,21,7,0
donovpa01,2253,7496,1821,16
donovto01,18,71,18,0
dooinre01,961,4004,1290,10
doolami01,1376,5977,1728,15
doomsha01,0,4,1,0
doranbi01,1,2,3,0
doranbi02,1366,5131,1453,84
doranto01,19,132,51,0
dorgaje01,150,531,131,0
dormach01,1,2,1,0
dormare01,28,77,25,0
dornda01,5,30,23,0
dorsebr01,92,411,163,9
dorseje01,0,3,1,0
dorseje02,0,6,2,0
dortame01,4,19,15,0
doschhe01,98,437,109,0
dosteda01,47,202,138,4
dottedu01,74,299,107,5
dotyba01,0,3,1,0
doughch01,22,85,23,0
doughpa01,1294,4558,1233,17
doughto01,0,1,1,0
douglas01,4,24,11,0
dougljo01,0,9,5,0
douglkl01,766,2797,747,10
doumiry01,818,3093,980,104
douthta01,1201,4127,1073,29
dowcl01,2,6,1,0
dowdjo01,6,31,10,0
dowdsn01,3,26,15,0
dowdto01,1492,5511,1320,24
dowelke01,5,39,15,0
dowiejo01,17,75,20,0
dowlida01,0,2,1,0
downere01,20,78,19,0
downeto01,520,2170,651,7
downibr01,2099,7853,2344,275
downsma01,121,527,254,20
downsre01,179,790,241,3
dowseto01,116,590,160,0
doylebr01,32,199,110,1
doyleco01,32,126,31,0
doyleda01,9,43,13,0
doylede01,823,3290,944,16
doyleja01,1806,6039,1564,26
doyleje02,11,37,13,0
doyleji01,135,485,137,5
doylejo01,12,41,9,0
doylejo02,2,11,3,0
doylela01,1887,6509,1766,74
doziebr01,668,2715,699,117
doziedj01,9,47,25,0
doziehu01,4,19,8,0
drakede01,308,1172,335,5
drakela01,2,9,5,0
drakely01,2,7,2,0
drakesa01,11,72,53,0
drakeso01,66,285,141,2
dranske01,23,112,51,1
draubja01,7,34,10,0
dreesbi01,40,180,48,1
drescbi01,37,139,57,0
dressbo01,1,4,1,0
dressch01,603,2215,646,11
dressle01,43,210,77,0
drewca01,3,16,7,0
drewda01,20,62,15,0
drewjd01,1437,5173,1566,242
drewsfr01,59,288,95,0
drewst01,1085,4308,1222,122
driesda01,1464,5479,1732,153
drillle01,231,896,293,2
driscde02,3,19,7,0
driscji01,10,70,36,1
driscmi01,0,2,1,0
driscpa01,3,28,13,0
drissmi01,1,20,6,0
dropowa01,1113,4124,1288,152
drumrke01,34,141,48,0
drurybr01,142,517,154,18
duboija01,49,210,86,10
duceyro01,309,1279,703,31
dudalu01,552,2242,685,108
dudrajo01,9,25,14,0
duffech01,518,1943,508,35
duffijo01,0,2,2,0
duffla01,2,5,3,0
duffpa01,0,1,1,0
duffybe01,1,4,3,0
duffych01,187,713,212,6
duffyed01,28,121,26,0
duffyfr01,619,2665,915,26
duffyhu01,2282,7042,1737,106
duffyma01,271,966,274,17
duffyma02,3,11,11,0
duganbi01,3,34,12,0
duganjo01,1516,5410,1447,42
dugasgu01,45,218,125,3
dugdada01,39,174,50,0
dugeyos01,54,278,190,1
duggaji01,0,4,1,0
dukesel01,199,824,240,31
dunbato01,52,225,91,3
duncach01,295,1147,389,55
duncada01,617,2885,929,109
duncaje01,28,154,69,1
duncaji01,35,152,46,2
duncama01,1247,4677,1279,87
duncapa01,827,2695,727,23
duncash01,200,885,330,43
duncata01,86,331,112,3
duncave01,307,1100,311,4
dundogu01,168,833,247,0
dungasa01,464,1543,382,3
dunhale01,1,4,5,0
dunlabi01,14,58,26,1
dunlafr01,1159,3974,965,41
dunlagr01,6,17,16,1
dunloge01,4,20,8,0
dunnad01,1631,6883,2001,462
dunnian01,0,7,2,0
dunnji01,0,1,3,0
dunnjo01,15,89,30,0
dunnro01,27,112,55,3
dunnst01,8,32,9,0
dunnst02,8,41,19,0
dunnto01,30,128,50,3
dunstsh01,1597,5927,1814,150
dunwoto01,213,915,295,11
duranda01,4,16,13,0
durange01,33,143,60,3
duranlu01,19,65,39,0
duranmi01,17,81,40,0
durazer01,547,1948,624,94
durhajo01,1,15,5,0
durhajo02,38,202,93,5
durhale01,992,3587,1067,147
durhara01,2054,7408,1975,192
durnbbo01,0,1,2,0
durnige01,5,14,5,0
durocle01,1320,5350,1637,24
durrere01,7,48,19,1
durritr01,46,235,140,2
durstce01,269,1103,481,15
duserca01,0,3,2,0
duvalad01,161,689,205,41
duzenbi01,1,4,2,0
dwighal01,10,43,12,0
dwyerdo01,3,11,12,0
dwyerji01,719,2761,1328,77
dwyerjo01,0,3,1,0
dybzije01,213,909,468,3
dyckji01,242,983,330,26
dyeje01,1779,6487,1763,325
dyerbe01,49,207,105,0
dyerdu01,441,1993,720,30
dykesji01,2256,8046,2282,108
dykstal01,4,31,13,1
dykstle01,1298,4559,1278,81
dylerjo01,0,4,1,0
dysonja01,355,1365,550,7
eaddydo01,0,1,15,0
eaganbi01,90,382,108,4
eagantr01,4,30,9,0
eaglebi01,4,13,4,0
eaklech01,2,7,2,0
earlebi01,133,465,142,6
earlho01,127,513,123,8
earlsc01,4,35,14,0
earlyja01,532,2208,747,32
easleda01,1386,5484,1706,163
easleed01,0,6,4,0
easlemi01,1078,3677,1151,118
eastca01,2,7,3,0
eastehe01,203,1129,322,9
eastelu01,472,1725,491,93
eastepa01,55,200,76,4
eastero01,7,33,17,1
eastete01,607,2020,706,8
eastha01,0,4,1,0
eastojo01,0,3,3,0
eatonad02,582,2050,521,34
ebrighi01,15,59,16,1
echevan01,152,543,328,21
eckhaox01,10,52,24,1
eckstda01,1414,5041,1311,35
edenmi01,2,25,15,0
edingst01,16,53,15,0
edlerda01,72,334,126,6
edmonbo01,16,83,29,0
edmoned01,0,5,2,0
edmonji01,1949,6858,2011,393
edmonsa01,0,2,1,0
edwar01,1,5,1,0
edwarbr01,429,1675,591,39
edwarda01,152,640,321,14
edwardo01,216,906,317,15
edwarha01,613,2191,735,51
edwarjo01,1106,4577,1470,81
edwarma01,80,310,160,2
edwarmi01,220,879,317,2
edwarmi02,63,259,106,3
edwarra01,0,5,2,0
edwarsh01,0,1,1,0
eenhoro01,16,67,37,1
eganbe01,58,352,122,0
egandi01,767,3080,917,4
eganri01,0,3,1,0
eganto01,196,979,373,22
eggerel01,0,3,5,0
eggleda01,698,2546,576,0
eibelha01,8,46,30,0
eibnebr01,36,187,70,6
eichrik01,121,516,171,0
eisenji01,1160,3995,1422,52
eland01,0,3,1,0
elberki01,1235,4561,1292,10
elderge01,11,44,41,0
elderhe01,0,1,1,0
eldrebr01,56,276,90,15
eliale01,43,212,95,3
elkope01,9,52,16,0
ellamro01,14,98,36,1
ellerfr01,389,1453,420,4
ellicjo01,106,487,116,0
ellioal01,44,182,63,2
elliobo01,2061,7141,1978,170
ellioca01,7,28,12,0
ellioge01,1,13,5,0
ellioha02,45,176,92,2
elliola01,103,437,157,15
elliora01,62,288,114,8
ellioro01,97,402,157,1
ellisaj01,395,1654,555,37
ellisba01,75,348,135,1
ellisbe01,1,16,4,0
ellisja01,139,554,344,8
ellisjo01,699,2672,883,69
ellisma01,1343,5117,1435,105
ellisro01,38,166,64,0
ellisru01,517,1985,555,13
ellsbja01,1282,4490,1123,97
elmorja01,90,418,197,4
elmorve01,3,17,7,0
elshro01,106,404,173,0
elsteke01,648,2844,940,88
elyha01,0,3,1,0
emausbr01,6,37,14,0
emersch01,4,19,8,0
emeryca01,3,19,16,0
emerysp01,2,3,5,0
emigch01,0,3,1,0
emmerbo01,2,24,13,0
emmerfr01,57,313,122,0
encaran01,50,198,76,3
encared01,1439,5409,1513,310
encarju01,1264,4685,1259,156
encarma01,14,69,23,0
endicbi01,4,20,20,0
englech01,59,235,86,0
englecl01,748,2822,836,12
engleda01,431,1643,594,31
englich01,39,136,50,1
engligi01,194,791,240,8
engliwo01,1356,4746,1261,32
ennisde01,2063,7254,1903,288
enrigge01,0,1,2,0
enrigja01,0,1,1,0
ensbemo01,579,2204,731,110
ensje01,54,186,67,1
ensmu01,0,6,3,0
enwrich01,1,7,3,0
enzenja01,16,92,43,0
epparji01,39,139,82,0
eppsau01,3,4,1,0
eppsha01,99,391,125,1
epstemi01,695,2854,907,130
erautjo01,8,43,32,0
erickha01,23,88,37,1
erickma01,1,6,4,0
ermerca01,0,3,1,0
ernagfr01,12,43,29,2
erstada01,1697,6024,1654,124
erwinte01,150,635,276,11
esaskni01,677,2703,810,122
escalfe01,43,206,84,0
escalni01,11,69,73,0
escheji01,10,42,15,0
eschela01,0,11,12,0
eschja01,1,5,3,0
escobal01,100,388,125,13
escobal02,1105,4223,1135,31
escoban01,1,3,3,0
escobed01,378,1497,490,27
escobjo01,3,15,10,0
escobyu01,1405,4965,1345,83
esmonji01,406,1540,461,9
espinal01,630,2478,941,22
espinda01,598,2644,779,92
espinju01,16,73,49,1
esposbr01,0,3,2,0
esposmi01,1,5,3,0
espossa01,164,792,559,8
espyce01,304,1248,546,7
essegch01,260,1018,404,47
essiaji01,453,1855,710,33
estalbo01,620,2196,680,44
estalbo02,195,904,310,48
esterdu01,741,2837,701,6
estrafr01,1,2,1,0
estrajo01,576,2079,612,42
etchean01,615,2618,948,49
etchibu01,72,327,119,8
etherbo01,60,246,96,2
ethiean01,1359,4766,1433,160
ettenni01,921,3320,937,89
eubanue01,1,1,2,0
eunicfr01,0,2,1,0
eusebto01,479,1739,598,30
eustafr01,17,100,25,1
evans01,2,4,1,0
evansal01,514,2053,704,13
evansba01,126,501,224,2
evansda01,2223,8973,2687,414
evansdw01,2446,8996,2606,385
evansja01,435,1831,472,1
evansjo01,529,2043,733,3
evansni01,105,408,177,10
evansst01,963,3359,978,32
evanste01,3,19,20,1
evansto01,26,102,42,1
everead01,668,2758,880,40
evereca01,1304,4809,1405,202
everibi01,902,2842,698,11
everito01,19,85,24,2
eversho01,1055,3801,1139,98
eversjo01,1659,6137,1783,12
eversto01,99,431,110,0
ewellge01,0,3,1,0
ewingre01,0,1,3,0
ewingsa01,92,361,167,6
ewoldar01,7,32,9,0
exposlu01,1,18,9,0
ezzelho01,196,742,236,0
faatzja01,274,1135,298,3
fabrejo01,441,1827,646,23
fabribu01,18,90,27,1
faedole01,133,529,174,5
faginfr01,1,3,1,0
faheybi01,225,934,383,7
faheybr01,92,411,189,2
faheyfr01,3,17,10,0
faheyho01,0,8,5,0
fainfe01,1139,3930,1151,48
faireji01,180,766,399,7
fairge01,0,4,1,0
fairlro01,1913,7184,2442,215
falchan01,2,18,5,0
falkbi01,1463,4652,1353,69
falloge01,61,282,133,1
falsepe01,0,1,3,0
faluir01,33,119,47,0
faneyri01,23,132,80,0
fanniji01,24,141,64,0
fanzoca01,132,588,237,20
fariepa01,43,214,96,0
farismo01,49,226,104,4
farlebo01,20,123,84,2
farleto01,11,52,14,0
farmeal01,5,30,12,0
farmebi01,2,16,5,0
farmeja01,47,175,62,0
farrasi01,905,3573,943,18
farrebi01,2,14,4,0
farredo01,467,1799,591,10
farredu01,1564,5679,1563,51
farreja01,5,13,3,0
farreja02,877,3613,884,23
farreja03,171,746,226,0
farrejo01,345,1489,353,5
farrejo02,567,2172,541,4
farrier01,1,9,14,0
farrojo01,45,228,55,0
fasansa01,245,1109,427,47
fausebu01,3,31,13,0
fautsjo01,0,1,1,0
fauvecl01,0,4,1,0
fazioer01,50,274,141,2
feathta01,28,180,120,2
febleca01,414,1656,506,24
federal01,56,235,76,0
federti01,54,278,106,5
fehridu01,0,1,1,0
feinbed01,7,38,16,0
feldema01,1,6,3,0
feldemi01,564,2262,899,14
felicje01,25,108,54,0
felixgu01,561,2046,583,12
felixju01,562,2132,585,55
felizpe01,1065,4254,1302,140
felscha01,825,2812,749,38
felskjo01,14,104,54,1
fennefr01,781,3042,786,34
fenneho01,0,2,2,0
fenwibo01,10,56,41,0
ferguch02,0,1,1,0
fergujo01,719,3001,1013,122
fermife01,718,2767,903,4
fernach01,666,2778,856,40
fernach02,2,18,24,0
fernaed01,12,65,42,0
fernafr01,145,727,285,39
fernajo01,7,49,21,0
fernana01,336,1356,408,16
fernato01,2276,7911,2158,94
ferraal01,358,1382,574,51
ferrabi01,0,1,3,0
ferrami01,116,500,162,2
ferreri01,1692,6028,1884,28
ferrese01,43,178,125,0
ferriho01,1146,4800,1287,40
fetzewi01,0,1,1,0
fewstch01,506,1963,644,6
fialane01,1,5,5,0
fickro01,613,2373,846,69
fieldbr01,31,113,58,1
fieldce01,1313,5157,1470,319
fieldda01,1,3,1,0
fieldge01,21,87,18,0
fieldji01,292,1271,332,10
fieldjo01,358,1319,341,12
fieldjo02,167,713,217,34
fieldpr01,1645,5821,1611,319
fieldsa01,6,41,12,0
fieldth01,25,117,47,2
figgami01,20,94,44,1
figgefr01,1,3,1,0
figgich01,1298,4701,1282,35
figuebi01,2,11,12,0
figueco01,16,77,48,0
figueje01,50,198,115,1
figuelu01,2,16,18,0
filesa01,1,13,7,0
filesed01,0,3,2,0
filipst01,40,179,57,2
fimplja01,45,197,92,2
finigji01,422,1600,512,19
finlape01,0,3,1,0
finlebi01,8,44,13,0
finlebo01,91,362,122,2
finlest01,2548,9397,2583,304
finneha02,46,227,118,1
finnelo01,1329,4631,1270,31
finnne01,274,1044,321,3
fioreje01,40,148,58,1
fioremi01,126,556,254,13
firovda01,0,7,16,0
firthte01,1,3,1,0
fischmi01,207,941,516,3
fischwi01,301,1099,412,10
fishbsa01,2,6,9,0
fishebo01,480,1742,503,11
fishech02,10,43,11,0
fishech03,1,2,1,0
fishedo01,1,7,2,0
fisheed01,0,2,1,0
fishege01,5,53,14,0
fishegu01,54,213,74,0
fishejo01,6,26,19,1
fishele01,1,4,1,0
fishema01,0,1,1,0
fishene01,3,26,9,0
fishere01,9,72,23,0
fishesh01,114,340,138,8
fishewi01,0,1,1,0
fiskca01,2356,8756,2499,376
fislewe01,414,1334,273,2
fitzbch01,2,7,7,0
fitzgde01,2,8,2,0
fitzged01,542,2086,807,19
fitzgho01,36,140,48,0
fitzgjo03,0,1,1,0
fitzgma01,6,21,11,0
fitzgmi01,49,170,82,0
fitzgmi02,545,2316,848,48
fitzgmi03,9,46,13,0
fitzgra01,0,1,1,0
fitzkpa01,0,1,1,0
fitzmsh01,2,13,9,0
fitzped01,158,697,251,1
fitzsto01,0,4,4,0
flackma01,1461,5252,1411,35
flagewa01,53,220,70,2
flagsir01,1202,4139,1218,40
flahejo01,849,3372,1047,80
flahema01,0,2,1,0
flahepa01,43,145,38,0
flahery01,238,1104,429,35
flairal01,6,30,10,0
flanach01,0,3,4,0
flanaed01,42,168,42,1
flanast01,7,25,7,0
flanira01,1,2,3,0
flannjo01,0,2,7,0
flannti01,631,2473,972,9
flaskro01,21,95,26,0
fleitan01,1,13,15,0
flemile01,369,1330,434,29
flemito01,22,99,30,0
fletcar01,1534,5541,1533,32
fletcda01,1048,3902,1245,124
fletcel01,1323,4879,1415,79
fletcfr01,0,1,1,0
fletcge01,3,8,2,0
fletcsa01,2,7,3,0
fletcsc01,1376,5258,1612,34
flickel01,1752,5597,1483,48
flickle01,7,40,20,0
flinndo01,11,37,14,0
flintsi01,687,2913,760,21
floodcu01,1861,6357,1759,85
floodti01,190,816,231,3
florake01,17,84,29,2
floregi01,121,464,185,2
floreje02,226,937,311,23
florejo01,1,7,16,0
florepa01,43,188,76,2
florera02,58,281,116,2
florewi01,294,1144,345,39
floripe01,134,671,256,10
flowedi01,37,120,24,0
floweja01,433,1693,583,16
flowety01,359,1548,514,54
floydbo01,93,425,214,0
floydbu01,4,9,3,0
floydcl01,1479,5319,1621,233
fluhrjo01,2,6,6,0
flynncl01,57,182,38,0
flynndo01,918,3853,1309,7
flynned01,5,27,7,0
flynnge01,27,106,29,0
flynnjo01,59,240,61,4
flynnjo03,115,462,149,6
flynnmi01,0,2,1,0
fogarjo01,1,8,2,0
fohlle01,5,17,5,0
foileha01,353,1455,607,46
foleyjo01,0,2,1,0
foleyma01,94,419,203,12
foleyra01,0,1,2,0
foleyto01,22,84,18,0
foleyto02,661,2708,1108,32
foleywi01,224,982,253,0
foliti01,1515,6047,1696,25
fondyde01,1000,3502,967,69
fonsele01,1075,3404,937,31
fontemi01,374,1413,582,27
fonvich01,133,546,226,0
footeba01,489,2127,687,57
foranji01,31,89,19,1
forbepj01,3,17,12,0
fordcu01,182,742,406,7
fordda01,1123,4163,1153,121
fordda03,4,14,26,0
forded01,0,5,2,0
fordho01,1269,4833,1446,16
fordle01,425,1585,519,35
fordte01,156,711,240,17
fordybr01,467,1807,623,41
formabi01,1,3,2,0
forstto01,131,666,180,1
forsyed01,0,3,1,0
forsylo01,519,2037,618,55
fossera01,758,2957,923,61
fossge01,0,7,4,0
fosteed02,1490,5652,1500,6
fosteel01,72,386,105,6
fostege01,1925,7023,1977,348
fostele01,52,262,144,2
fostepo01,260,924,262,10
fostere01,0,1,1,0
fostero01,257,1016,337,45
fostero02,3,14,5,0
fothebo01,1064,3269,1106,36
fournja01,1631,5208,1530,136
fousebi01,12,89,21,0
foutzfr01,17,72,20,2
fowlebo01,57,175,78,1
fowlede01,1001,3734,1064,78
foxan01,461,1925,776,30
foxbi01,32,173,47,0
foxch01,3,7,3,0
foxer01,51,258,116,5
foxja01,6,30,9,0
foxja02,116,489,193,20
foxne01,2663,9232,2367,35
foxpa01,12,60,19,1
foxpe01,1678,5636,1461,65
foyjo01,615,2484,716,58
francbe01,400,1579,563,50
francje02,1373,5260,1481,160
francju01,2586,8677,2527,173
francju02,235,996,404,48
francma01,261,977,661,22
francma02,243,941,248,39
francos01,0,1,1,0
francte01,474,1731,708,16
francti01,1395,5121,1719,125
frandke01,322,1246,514,15
frank01,0,3,1,0
frankch01,144,483,120,5
frankfr01,11,53,17,0
frankhe01,80,403,188,3
frankja02,0,1,3,0
frankmi01,11,34,17,2
frankmi02,20,89,28,0
frankmo01,43,164,61,2
frankni01,159,725,234,22
fraziad01,44,146,66,2
frazije01,5,23,9,0
frazijo01,68,282,217,10
frazilo01,138,548,309,1
frazito01,719,2871,791,148
fredejo01,954,3102,805,85
freeded01,10,33,13,0
freedro01,176,717,344,22
freehbi01,1591,6073,1774,200
freelry01,532,1983,594,22
freemch01,64,285,151,3
freemfr01,949,3298,909,138
freemje01,142,579,173,1
freemjo01,0,2,4,0
freemju01,1,3,1,0
freemla01,0,3,2,0
freemmi01,5,22,21,0
freesda01,795,2890,862,81
freesge01,48,187,61,3
freesge02,877,3446,1115,115
freezja01,0,1,2,0
fregoji01,1726,6523,1902,151
freibve01,1,8,2,0
freigho01,537,1974,579,15
freimna01,71,277,116,9
freiral01,16,65,25,1
frencbi01,4,18,5,0
frencch01,78,377,105,0
frencji01,119,607,234,5
frencpa01,0,2,3,0
frencra01,36,187,82,0
frencwa01,297,981,397,2
freylo01,1482,5517,1534,61
friasha01,72,311,173,4
friaspe01,323,1346,724,1
fribebe01,1170,4169,1299,38
fridlji01,105,424,152,8
friedbo01,0,1,2,0
frielbi01,244,994,283,6
frielpa01,67,269,64,3
frienfr01,1,5,2,0
frienow01,136,598,208,13
frierbu01,3,11,5,0
friespe01,4,13,4,0
frisbch01,52,165,46,0
friscfr01,2880,9112,2311,105
fritzch01,0,1,1,0
fritzha01,96,423,149,3
fritzla01,0,1,1,0
frobedo01,109,542,268,20
froelbe01,0,1,1,0
fryeje01,626,2155,667,16
fryerer01,65,256,125,2
fryje01,0,9,4,0
fryjo01,1,1,1,0
frymatr01,1776,6481,1698,223
fuentmi02,2,8,9,0
fuentre01,18,74,36,0
fuentti01,1491,5566,1499,45
fuhrmol01,2,6,6,0
fukudko01,498,1929,596,42
fuldsa01,308,1354,599,12
fulghdo01,0,2,2,0
fulleed01,1,7,2,0
fullefr01,11,63,40,0
fulleha01,0,2,1,0
fulleji01,61,315,107,11
fullejo01,1,3,3,0
fulleni01,0,9,3,0
fullesh01,867,3679,964,6
fulleve01,182,785,325,14
fullich01,548,1855,590,12
fullmbr01,778,2789,807,114
fulmech01,636,2440,583,8
fulmech02,216,876,252,1
fulmewa01,2,4,1,0
fultzda01,648,2393,644,3
fundema01,25,85,31,2
funkli01,261,976,272,6
furcara01,1817,6477,1614,113
furilca01,1910,6378,1806,192
furmajj01,8,43,29,0
fussele01,12,71,43,1
gablega01,0,3,3,0
gabrile01,4,18,5,0
gabrile02,446,1764,708,37
gaddyjo01,0,6,2,0
gaettga01,2280,8951,2507,360
gaffkfa01,73,321,129,7
gagliph01,336,1411,702,14
gagnegr01,1440,5673,1798,111
gagnied01,76,389,115,0
gagnoch01,2,9,14,0
gainede01,438,1608,547,14
gaineja01,7,41,23,3
gainejo01,186,771,362,21
gainety01,24,111,57,1
gaisefr01,0,1,1,0
galanau01,1706,5937,1742,100
galaran01,2333,8096,2257,399
galatmi01,192,717,251,1
galero01,1,10,11,0
gallaal01,333,1264,442,11
gallabo01,56,255,213,2
gallada01,564,2081,794,17
gallagi01,1,22,7,0
gallaja01,1,1,1,0
gallaji01,1,5,1,0
gallajo01,25,126,40,0
gallajo02,133,487,165,16
gallash01,0,4,2,0
gallawi01,15,49,14,0
gallemi01,700,2931,1111,42
gallest01,2,18,13,0
galliji01,20,120,31,0
galljo01,13,53,33,2
galloch01,946,3583,1076,17
galloji01,10,54,21,0
gallojo01,23,133,53,7
galvifr01,400,1657,480,40
galviji01,0,2,2,0
galvijo01,0,4,1,0
galvilo01,2,9,3,0
gamblbo01,1,3,1,0
gambljo01,0,3,6,0
gamblle01,91,342,165,0
gamblos01,1195,4502,1584,200
gamelbe01,9,48,33,1
gamelma01,55,240,106,6
gammoda01,18,93,28,0
gandich01,1176,4245,1147,11
gandybo01,0,2,1,0
ganlebo01,540,2129,572,2
gannobi01,9,61,15,0
gannogu01,0,2,1,0
gannojo01,0,3,1,0
gantejo01,148,545,186,8
gantnji01,1696,6189,1801,47
gantro01,1651,6449,1832,321
ganzeba01,23,74,23,1
ganzech01,774,2984,786,10
ganzejo01,682,2715,747,18
garabed01,27,88,42,1
garagjo01,481,1872,676,42
garbabo01,81,327,145,0
garbami01,116,475,149,2
garbeba01,167,626,226,11
garciad01,198,723,192,24
garciam01,6,24,10,2
garciav01,369,1429,409,39
garcica01,580,2178,610,33
garcich01,7,62,39,0
garcida01,1108,3914,1032,36
garcida02,2,14,12,0
garcida03,44,194,77,5
garcifr01,89,401,175,19
garcigr01,79,303,162,5
garcigu01,8,40,16,2
garcije01,59,273,171,5
garcika01,352,1463,488,66
garciki01,351,1470,619,12
garcile01,10,58,54,1
garcile02,58,308,155,2
garcilu01,1,9,8,0
garcilu02,1,3,6,0
garcino01,1747,5586,1434,229
garcipe01,395,1797,558,37
gardeal01,2,26,16,0
gardeda01,145,543,169,24
gardero01,165,710,285,4
gardnal01,0,3,1,0
gardnar01,16,99,86,0
gardnbi01,3,11,4,0
gardnbi02,841,3544,1034,41
gardnbr01,950,3605,1067,63
gardnea01,249,948,273,1
gardnje01,121,492,186,1
gardnla01,1931,6688,1923,27
gardnra01,68,269,115,1
garibar01,64,232,71,1
garkory01,427,1552,463,55
garmsde01,910,3111,1010,17
garneco01,2,9,4,0
garnedu01,27,138,46,3
garneph01,1594,6136,1860,109
garonwi01,0,4,3,0
garread01,51,276,163,11
garrewa01,786,3285,1092,61
garrice01,0,5,6,0
garrifo01,180,687,185,6
garrigi01,207,872,334,1
garriha01,3,14,8,0
garriwe01,0,9,5,0
garrra01,1562,5108,1317,75
garryji01,0,1,1,0
garvest01,2599,8835,2332,272
gasparo01,54,260,178,1
gastato01,15,83,52,0
gastfed01,6,88,25,0
gastjo01,0,5,3,0
gastoal01,112,514,215,3
gastoci01,799,3120,1026,91
gastowe01,2,9,3,0
gatesbr01,616,2329,685,25
gatesjo01,7,40,24,0
gatesmi01,29,123,37,0
gathrjo01,309,1175,445,1
gatinfr01,58,255,67,1
gattiev01,434,1736,494,102
gaudeji01,1,14,6,0
gaulemi01,0,2,1,0
gautrdo01,207,806,261,0
gautrsi01,20,81,86,0
gaver01,0,4,1,0
gazelmi01,85,352,160,0
gearhga01,44,179,73,6
gearyhu01,30,188,55,1
gedeoel01,3,15,5,0
gedeojo01,515,2109,584,1
gedmari01,795,3159,1033,88
gedneco01,209,831,202,5
geerbi01,191,893,232,0
gehrich01,2839,8860,2323,184
gehrilo01,2721,8001,2164,493
gehrmpa01,0,3,2,0
geierph01,327,1315,349,2
geigega01,633,2569,954,77
geissem01,1,12,3,0
gelbech01,766,2869,876,17
geninfr01,116,514,149,2
gennesc01,426,1526,456,35
genovge01,0,1,3,0
gentiji01,759,2922,936,179
gentisa01,1,4,8,0
gentrcr01,257,985,457,4
gentrha01,1,4,5,0
georgal01,1,10,5,0
georggr01,53,299,116,0
geragbe01,29,146,70,0
gerbecr01,24,91,65,0
gerbege01,0,1,1,0
gerbewa01,1309,5099,1522,7
gerenbo01,178,765,307,22
gerhajo01,939,4139,1071,7
gerhake01,136,615,215,24
gerkege01,29,129,44,0
gerlajo01,9,27,12,0
germaes01,284,1016,409,8
gernedi01,632,2493,835,103
geronce01,977,3780,1522,51
gertelo01,1,6,3,0
gerutjo01,472,1804,574,59
gessldo01,831,2969,880,14
gessnch01,1,4,1,0
gettiby01,7,39,21,0
gettito01,131,503,125,6
gettmja01,215,772,197,8
getzch01,352,1409,459,3
getzgu01,265,1114,339,2
geygach01,26,103,40,0
gharrpa01,513,1961,676,20
ghelfto01,1,4,3,0
giambja01,2010,7267,2260,440
giambje01,372,1417,510,52
giannjo01,1,2,1,0
giannra01,5,35,18,0
giarrto01,6,42,15,1
giavojo01,317,1236,353,14
gibboja01,759,2917,840,127
gibbojo02,11,50,18,1
gibbsja01,382,1639,536,25
gibrast01,1,5,6,0
gibsoch01,0,3,1,0
gibsoch02,2,15,12,0
gibsode01,14,49,17,2
gibsofr01,317,1155,471,8
gibsoge01,893,3776,1213,15
gibsoki01,1553,5798,1635,255
gibsoru01,181,794,264,8
gibsowh01,0,3,1,0
giebejo01,1,3,1,0
gigonno01,12,70,34,1
gilbe01,381,1610,604,32
gilbean01,1,12,8,0
gilbebi01,2,6,2,0
gilbebi02,695,2816,850,4
gilbebu01,3,20,7,2
gilbech01,195,852,364,5
gilbeha01,2,8,2,0
gilbeja01,23,96,28,0
gilbejo01,0,8,2,0
gilbela01,76,330,117,5
gilbema01,6,22,7,0
gilbepe01,184,761,206,5
gilbesh01,7,47,51,2
gilbeto01,98,482,183,7
gilbewa01,624,2317,591,7
gilbrro01,356,1436,500,14
giledo01,18,120,58,3
gilesbr01,162,709,287,10
gilesbr02,1897,6527,1847,287
gilesma01,813,2934,792,76
gilgahu01,2,8,2,0
gilge01,189,820,277,19
gilgu01,87,468,221,1
gilhage01,0,4,2,0
gilhofr01,289,1068,311,2
gilje01,15,86,29,0
gilkebe01,1115,4061,1239,118
gillaco01,344,1344,469,31
gilleca01,261,1004,335,11
gilleco01,110,439,221,6
gilleji01,0,3,1,0
gillepa01,58,205,89,6
gillepe01,809,2927,714,10
gillesa01,70,276,78,0
gilleto01,22,126,31,0
gilliba01,386,1865,521,3
gilligr01,48,196,62,0
gilliji01,1889,7119,1956,65
gillji01,2,8,2,0
gilljo01,79,322,118,10
gillwa01,17,76,27,0
gilmaji01,2,7,2,0
